x,y,z,dx,dy,dz
-18.0,14.0,-30.0,2146388.3103918335,2435053.755767196,411802.3963691492
-18.0,16.0,-30.0,1813018.4309781408,3480123.7335499045,944922.0023114162
-18.0,18.0,-30.0,1919250.975231898,2910177.343790733,430029.999514983
-18.0,20.0,-30.0,3359268.2399014933,1863200.9698794442,251480.89442352593
-18.0,22.0,-30.0,3160074.4353546523,4423048.105748703,1706017.0301593721
-18.0,24.0,-30.0,4896694.26181496,5744260.998299196,698419.2992729129
-18.0,26.0,-30.0,5138452.58306034,5193363.559568026,424044.2652530767
-18.0,28.0,-30.0,5150073.167160831,5284302.221893445,417669.706850067
-18.0,30.0,-30.0,4442710.420542185,15384167.360930825,758708.1901936571
-16.0,-30.0,-30.0,4847114.777754076,10850125.348063495,155892.68672077876
-16.0,-28.0,-30.0,4905780.705968958,3393612.378497196,213494.04785532295
-16.0,-26.0,-30.0,4682333.658007345,4366272.093131783,517499.5445674947
-16.0,-24.0,-30.0,4538817.743966067,6059951.095765457,318455.9137642363
-16.0,-22.0,-30.0,5329602.03472386,4389756.504153113,1165362.3976695486
-16.0,-20.0,-30.0,5503694.910811793,3351603.3958479622,576573.9367023449
-16.0,-18.0,-30.0,6246083.012573299,4222063.137865735,241471.26056218284
-16.0,-16.0,-30.0,6883628.62144039,3785374.465177048,192588.05350981362
-16.0,-14.0,-30.0,6609693.025828556,3520853.7475901074,563121.7164310204
-16.0,-12.0,-30.0,6726102.9348821705,4394063.1051644785,457112.5565782162
-16.0,-10.0,-30.0,8161088.017460669,4180534.37892002,855123.5916851907
-16.0,-8.0,-30.0,8325315.101164617,3416521.3301599813,281571.33730281517
-16.0,-6.0,-30.0,7851826.048979496,3516070.7093103565,309383.2017029185
-16.0,-4.0,-30.0,6962445.433509564,3678472.25234543,1154404.734883488
-16.0,-2.0,-30.0,6391676.885679296,3219875.3308065915,965789.8914111956
-16.0,0.0,-30.0,5530247.411220923,2767469.2802234134,771611.9350068985
-16.0,2.0,-30.0,5262656.58923593,1866080.8039393916,880686.3430974437
-16.0,4.0,-30.0,4048076.154705468,1038335.9009032316,270599.68047568505
-16.0,6.0,-30.0,4199444.379625804,1391260.5710960405,541017.5414994772
-16.0,8.0,-30.0,3154270.4937165543,234053.7488380437,807374.3486954961
-16.0,10.0,-30.0,2278243.673827233,1676189.6830990848,1624862.672181888
-16.0,12.0,-30.0,2289042.0893839356,1776478.8927080396,1405332.593300098
-16.0,14.0,-30.0,1745522.6121029034,2852747.246112133,1540775.6169551858
-16.0,16.0,-30.0,1129168.1678870395,3677903.343878779,205505.14378984808
-16.0,18.0,-30.0,2337016.0908134244,2337726.802477087,275572.33556866855
-16.0,20.0,-30.0,1800258.0753420226,2205764.0614305562,746844.3970545301
-16.0,22.0,-30.0,2443422.7539390824,2467477.779797073,970290.517743327
-16.0,24.0,-30.0,4680614.938023801,3657105.8723640246,674013.6390132615
-16.0,26.0,-30.0,3819815.447315846,5797340.277522751,902918.6884091393
-16.0,28.0,-30.0,4311842.685318192,5601459.9946859,717820.4261638223
-16.0,30.0,-30.0,3666931.512031902,14257528.035076274,329068.33555121283
-14.0,-30.0,-30.0,7220862.321749068,9883900.865117446,537993.9503339146
-14.0,-28.0,-30.0,7280549.534341762,3976558.9469583244,1358275.7827336427
-14.0,-26.0,-30.0,8858218.857033398,3842265.727191068,600482.9148758523
-14.0,-24.0,-30.0,6884277.545337909,4912497.748843265,215646.3728940779
-14.0,-22.0,-30.0,7131337.348656536,5564311.732692696,501934.39905368636
-14.0,-20.0,-30.0,8672289.98050917,4622088.79595491,843599.9688253395
-14.0,-18.0,-30.0,10136752.593189051,4937116.445856271,173040.51695131822
-14.0,-16.0,-30.0,10347263.18178778,3950399.7657424556,468565.4403450922
-14.0,-14.0,-30.0,11051176.923214154,3671386.2390471455,238008.37000857486
-14.0,-12.0,-30.0,10996106.967031945,5255364.618697693,282007.13664352585
-14.0,-10.0,-30.0,11512145.35066581,4364373.159885397,1011376.957111667
-14.0,-8.0,-30.0,11925102.173148256,3206782.9193972894,269271.85457854543
-14.0,-6.0,-30.0,11303174.36049234,2581183.4851028076,549266.7772008211
-14.0,-4.0,-30.0,10278688.131600782,2460080.715477212,260191.03179867144
-14.0,-2.0,-30.0,10113163.404025164,3401565.0398828182,469916.1914108637
-14.0,0.0,-30.0,9748614.134104192,2831407.8751976173,717309.1071797824
-14.0,2.0,-30.0,8690333.370332029,209235.27595616248,1011344.8257553045
-14.0,4.0,-30.0,7126322.692626884,252920.01123491998,85692.7192910604
-14.0,6.0,-30.0,6474022.258048631,755228.636482364,817042.1802629892
-14.0,8.0,-30.0,4780559.152069537,893040.4071081117,95007.11486648643
-14.0,10.0,-30.0,2769155.18596214,1581238.513239023,523753.0195963458
-14.0,12.0,-30.0,2610033.565166108,2384289.138076197,1711066.166364138
-14.0,14.0,-30.0,2259020.579763101,3594586.0094190575,1691667.4270916318
-14.0,16.0,-30.0,2556032.7778775347,2888847.554331496,486490.2732298803
